x,y,z,label
0.391369,0.257332,0.596301,9
0.565661,0.044710,0.521226,9
0.900388,0.681234,0.446364,3
0.322214,0.025025,0.320414,9
0.541246,0.262215,0.573534,5
0.039766,0.686453,0.540300,8
0.122471,0.451155,0.495834,0
0.759606,0.848170,0.394543,5
0.481338,0.089389,0.129948,4
0.590503,0.540452,0.221412,5
0.079714,0.995788,0.905881,0
0.493606,0.026124,0.294778,3
0.188299,0.789514,0.172246,6
0.639027,0.104862,0.785211,3
0.251961,0.168523,0.237190,9
0.178655,0.169897,0.465682,4
0.530931,0.361553,0.886929,0
0.779015,0.985260,0.254646,6
0.610797,0.972472,0.726981,0
0.756951,0.652272,0.191260,2
0.875698,0.936521,0.189581,2
0.163366,0.734642,0.935606,0
0.537736,0.806146,0.550462,7
0.657521,0.010163,0.388073,3
0.317270,0.085910,0.799310,1
0.515976,0.818293,0.522141,0
0.366955,0.834956,0.707694,6
0.620624,0.472060,0.022980,5
0.533921,0.255470,0.937651,3
0.768273,0.703452,0.827204,7
0.553423,0.486984,0.535295,9
0.146855,0.610340,0.156255,9
0.267983,0.323557,0.652943,9
0.321085,0.074404,0.137944,9
0.465743,0.074343,0.843196,1
0.571520,0.118503,0.609546,9
0.431410,0.284951,0.769524,3
0.931333,0.172124,0.196204,3
0.804224,0.539140,0.676229,3
0.763573,0.713797,0.258797,2
0.836085,0.059267,0.462020,3
0.223670,0.259224,0.804102,8
0.643788,0.324473,0.700980,3
0.450087,0.164129,0.952269,1
0.549394,0.424787,0.454390,2
0.827387,0.209754,0.054231,5
0.101962,0.370769,0.217414,4
0.165380,0.440840,0.053438,9
0.874844,0.076724,0.844325,1
0.137913,0.224036,0.185461,4
0.631916,0.236641,0.795770,1
0.825251,0.995819,0.609119,2
0.957152,0.811182,0.552355,2
0.703665,0.668599,0.063173,2
0.940245,0.345134,0.537919,5
0.926145,0.163823,0.142155,3
0.013031,0.833430,0.396130,6
0.237709,0.040834,0.284829,9
0.530076,0.354778,0.964568,8
0.369457,0.689962,0.069674,6
0.186651,0.191687,0.789636,9
0.254585,0.059084,0.910428,8
0.869076,0.655599,0.526475,7
0.910703,0.381939,0.745933,3
0.029847,0.335673,0.067263,4
0.331797,0.877316,0.817896,0
0.182318,0.990356,0.741630,0
0.233711,0.887448,0.130192,6
0.607929,0.800165,0.433332,5
0.996826,0.424909,0.683676,3
0.870327,0.200507,0.956633,3
0.649892,0.596393,0.079928,5
0.229804,0.013581,0.536027,4
0.238563,0.871822,0.588153,7
0.551927,0.097446,0.733543,1
0.422468,0.668477,0.268532,6
0.803827,0.231758,0.666738,1
0.644337,0.217963,0.246071,3
0.732383,0.458419,0.861660,1
0.715598,0.185308,0.728507,9
0.817835,0.596210,0.584246,0
0.161290,0.008484,0.862117,9
0.096225,0.147740,0.994079,3
0.168706,0.427869,0.019227,9
0.945067,0.318003,0.963988,3
0.483352,0.173315,0.611164,1
0.425306,0.362835,0.909604,1
0.095676,0.278787,0.020081,4
0.274209,0.986297,0.472243,0
0.062899,0.992187,0.744072,8
0.141728,0.005402,0.399304,9
0.309030,0.749809,0.348399,2
0.165258,0.001740,0.465346,4
0.747398,0.184240,0.317820,5
0.475845,0.177435,0.778314,3
0.569079,0.633931,0.402326,5
0.729698,0.135441,0.313913,9
0.041169,0.123295,0.551256,4
0.259102,0.802301,0.022553,6
0.658376,0.282907,0.028871,2
0.936033,0.212165,0.352062,5
0.992187,0.177221,0.805383,1
0.342265,0.370922,0.530412,9
0.080691,0.509659,0.816950,6
0.340342,0.919187,0.451643,6
0.703604,0.173101,0.188818,9
0.638142,0.812799,0.509445,0
0.385357,0.615345,0.015076,6
0.441725,0.739738,0.221381,5
0.470717,0.986969,0.788507,0
0.789636,0.492080,0.988189,1
0.116428,0.541948,0.074770,4
0.662679,0.011719,0.831294,3
0.542497,0.258522,0.524796,3
0.462752,0.328806,0.452803,5
0.387005,0.149602,0.818140,9
0.954680,0.111270,0.461592,5
0.508347,0.231300,0.632282,3
0.264504,0.044801,0.108798,4
0.078249,0.618763,0.230903,9
0.028535,0.761254,0.377239,4
0.309854,0.717185,0.765038,8
0.285989,0.534928,0.767815,8
0.663900,0.977752,0.880673,0
0.210028,0.464949,0.626972,6
0.877590,0.186377,0.727195,1
0.270180,0.363048,0.359172,9
0.659169,0.754906,0.959502,0
0.920225,0.064669,0.367504,5
0.392529,0.982360,0.828333,0
0.405103,0.383221,0.066805,6
0.695151,0.756188,0.952116,0
0.780969,0.425275,0.812830,1
0.173223,0.661489,0.864071,8
0.741600,0.485824,0.090884,7
0.218055,0.967223,0.928800,0
0.345378,0.242744,0.808466,9
0.187078,0.458083,0.721397,9
0.236427,0.468459,0.034516,9
0.813379,0.580889,0.463424,5
0.453383,0.977996,0.030488,6
0.187414,0.874111,0.609210,0
0.420209,0.032258,0.915464,3
0.155004,0.149449,0.176275,9
0.212073,0.915128,0.810053,0
0.474868,0.394086,0.913785,8
0.690451,0.902890,0.802820,0
0.579669,0.862178,0.902280,1
0.601215,0.345286,0.582293,3
0.284433,0.324931,0.679250,3
0.229286,0.076540,0.078951,9
0.285989,0.947386,0.483566,0
0.703726,0.875179,0.960784,0
0.796991,0.760826,0.712973,2
0.546800,0.191290,0.325938,1
0.158696,0.199927,0.187902,9
0.561174,0.860622,0.436567,2
0.775994,0.672903,0.316172,5
0.648640,0.022950,0.837428,1
0.218024,0.633595,0.751366,0
0.654195,0.965178,0.702628,7
0.829310,0.124363,0.639302,3
0.829279,0.106204,0.755303,3
0.693655,0.258370,0.046297,2
0.007935,0.843776,0.602741,6
0.295846,0.610096,0.662496,0
0.089724,0.480819,0.831507,6
0.724143,0.982788,0.374493,2
0.922666,0.951201,0.706076,1
0.757439,0.521622,0.801050,0
0.180731,0.562578,0.814661,8
0.681143,0.641285,0.384960,2
0.329051,0.475845,0.506149,0
0.175237,0.736839,0.135929,6
0.270638,0.139531,0.461745,9
0.118412,0.146489,0.617023,8
0.768792,0.398175,0.245155,3
0.651814,0.335063,0.269295,9
0.238289,0.492996,0.174963,6
0.346355,0.766808,0.668142,8
0.999969,0.674337,0.363170,7
0.817560,0.436628,0.804804,1
0.591174,0.643666,0.263344,7
0.630940,0.528306,0.987091,1
0.227515,0.544816,0.572405,8
0.842616,0.167943,0.453108,3
0.008118,0.722648,0.829524,8
0.018067,0.742576,0.291635,8
0.958953,0.968017,0.556291,5
0.073458,0.751244,0.762596,0
0.507675,0.467727,0.281350,6
0.782769,0.658681,0.611927,2
0.484329,0.178716,0.293863,4
0.294748,0.719291,0.474410,8
0.240577,0.844264,0.468825,7
0.503433,0.240669,0.958007,3
0.982238,0.371929,0.008881,2
0.615925,0.255501,0.503342,5
0.908200,0.791436,0.445540,1
0.761040,0.070009,0.613025,9
0.249916,0.511277,0.744102,0
0.982971,0.658650,0.543016,7
0.805109,0.093142,0.855678,3
0.463240,0.372692,0.051241,9
0.058931,0.262581,0.560442,8
0.315104,0.932615,0.296457,0
0.487381,0.374462,0.945463,3
0.793817,0.171758,0.480941,3
0.135502,0.052644,0.361187,9
0.266640,0.501389,0.331584,4
0.065310,0.222236,0.200110,4
0.786706,0.564592,0.012238,2
0.766076,0.252724,0.341380,3
0.613514,0.048830,0.561663,5
0.121555,0.431654,0.605396,8
0.525254,0.125248,0.450362,3
0.027680,0.486984,0.061739,4
0.265084,0.483596,0.350719,6
0.254006,0.376995,0.534440,9
0.966582,0.431806,0.713370,1
0.643513,0.066408,0.148198,2
0.900906,0.028748,0.244118,5
0.243721,0.507920,0.259438,4
0.390545,0.718772,0.875179,7
0.463363,0.547136,0.615864,5
0.232307,0.436995,0.323923,9
0.848048,0.970458,0.088260,5
0.474166,0.654286,0.833644,1
0.569048,0.414106,0.818415,0
0.889248,0.330088,0.189398,2
0.218421,0.353191,0.126408,4
0.990814,0.242561,0.603351,3
0.004883,0.889767,0.022156,6
0.932035,0.664083,0.562548,5
0.943480,0.558275,0.663472,2
0.134281,0.851344,0.233741,7
0.133274,0.867519,0.605487,8
0.987854,0.318796,0.518448,1
0.716910,0.797540,0.184942,2
0.468245,0.363872,0.352031,4
0.615040,0.970428,0.882809,8
0.012726,0.812983,0.340861,0
0.630482,0.713645,0.009095,2
0.500229,0.456771,0.331065,5
0.014863,0.734733,0.553972,8
0.678213,0.143956,0.002564,5
0.092013,0.626087,0.548418,8
0.881039,0.001831,0.082461,3
0.031892,0.918516,0.778436,0
0.382824,0.752586,0.271004,6
0.368389,0.902371,0.196570,6
0.228828,0.593860,0.474532,8
0.355174,0.935179,0.874447,8
0.889157,0.612964,0.438520,5
0.753349,0.454054,0.839961,1
0.578417,0.202582,0.375103,4
0.144017,0.412183,0.643239,6
0.585284,0.447432,0.678060,1
0.360637,0.357830,0.994537,8
0.455428,0.950346,0.319742,7
0.133580,0.874569,0.318369,6
0.371746,0.066317,0.023377,9
0.541948,0.601672,0.567461,5
0.575610,0.014130,0.804498,1
0.365307,0.553484,0.139866,6
0.172979,0.832850,0.974914,0
0.929868,0.955962,0.243873,2
0.168889,0.653340,0.203955,7
0.542344,0.319926,0.553423,1
0.074282,0.252846,0.729698,4
0.105686,0.969359,0.498581,0
0.928861,0.361553,0.314280,2
0.010041,0.743248,0.034577,8
0.083468,0.689779,0.037355,6
0.892758,0.090213,0.232795,3
0.586627,0.144475,0.521073,1
0.361522,0.274667,0.538102,9
0.517441,0.204413,0.680319,4
0.273995,0.912534,0.035798,6
0.110385,0.921812,0.592364,0
0.667959,0.556139,0.572069,7
0.014130,0.519883,0.579211,0
0.935270,0.546831,0.071718,2
0.529466,0.054842,0.096622,4
0.334147,0.853572,0.897092,0
0.169042,0.111209,0.523545,9
0.432966,0.116672,0.591296,9
0.383526,0.998810,0.445692,7
0.579089,0.615680,0.850581,1
0.797113,0.420545,0.527024,5
0.987365,0.379406,0.068392,2
0.796869,0.079989,0.562761,3
0.541154,0.157567,0.295938,4
0.819239,0.196631,0.808069,3
0.900266,0.472427,0.962035,1
0.177526,0.398389,0.175390,9
0.008881,0.469222,0.196814,4
0.774224,0.959899,0.395276,2
0.598224,0.784204,0.102756,7
0.541704,0.854885,0.733329,1
0.776330,0.149083,0.816309,5
0.955382,0.592181,0.357921,7
0.300272,0.950468,0.704733,0
0.462722,0.303476,0.951720,0
0.623310,0.462874,0.541124,8
0.172185,0.051637,0.661367,1
0.311136,0.975097,0.002045,2
0.645466,0.828913,0.978790,0
0.921293,0.526872,0.330851,5
0.137120,0.212622,0.647572,9
0.939024,0.476485,0.510880,1
0.125401,0.148747,0.189032,4
0.863552,0.616688,0.792261,1
0.477401,0.830378,0.140568,7
0.038575,0.058412,0.915830,9
0.093051,0.140965,0.601154,8
0.320688,0.600879,0.878262,0
0.371471,0.631001,0.176885,7
0.179083,0.806360,0.581805,7
0.342967,0.496048,0.920927,0
0.321207,0.499435,0.212470,6
0.811060,0.526231,0.361064,5
0.437147,0.908292,0.690786,0
0.348003,0.494461,0.209235,4
0.156926,0.167455,0.038148,4
0.487564,0.953398,0.846095,0
0.814814,0.400983,0.003449,2
0.958708,0.909024,0.175054,2
0.113407,0.103763,0.792657,1
0.304086,0.340098,0.938932,9
0.282510,0.041139,0.245979,4
0.727287,0.032105,0.093356,5
0.825465,0.384350,0.306314,3
0.511887,0.694205,0.330821,7
0.447096,0.301340,0.121677,9
0.856990,0.828272,0.348247,7
0.257546,0.721183,0.627064,7
0.472243,0.318583,0.953063,9
0.844630,0.491226,0.947783,3
0.776360,0.211188,0.600604,1
0.309397,0.645558,0.469375,7
0.043123,0.651051,0.457106,9
0.858486,0.003510,0.917051,1
0.338237,0.446425,0.581439,0
0.046388,0.816950,0.288583,6
0.590960,0.229011,0.320292,5
0.262398,0.685232,0.984680,0
0.644276,0.678426,0.509598,7
0.554979,0.456404,0.980102,0
0.627308,0.779656,0.576312,0
0.388195,0.333628,0.379833,9
0.493851,0.583056,0.134770,5
0.423200,0.905240,0.203558,2
0.070498,0.434400,0.170446,4
0.919034,0.317423,0.742515,3
0.458541,0.144902,0.405591,9
0.846217,0.308542,0.332194,5
0.132633,0.069033,0.940275,9
0.307108,0.322886,0.885159,9
0.581195,0.559618,0.762474,3
0.356578,0.423933,0.026887,9
0.830958,0.768426,0.221046,2
0.816828,0.224769,0.179418,2
0.700247,0.261269,0.055574,4
0.179968,0.555010,0.435499,8
0.124699,0.416364,0.076174,9
0.192633,0.082614,0.567888,4
0.398755,0.074618,0.087893,4
0.215461,0.609912,0.016968,4
0.676992,0.410504,0.152654,2
0.952178,0.261696,0.200751,2
0.578906,0.492569,0.783105,1
0.641102,0.285073,0.990722,1
0.241249,0.502060,0.161596,4
0.303934,0.679189,0.697623,0
0.660970,0.078433,0.978607,3
0.144292,0.373730,0.410688,4
0.673208,0.760765,0.983673,0
0.690634,0.175207,0.034120,2
0.407636,0.993347,0.843410,0
0.777306,0.199438,0.864681,1
0.567339,0.664663,0.399518,5
0.956816,0.009003,0.053743,5
0.373272,0.648427,0.921232,1
0.437788,0.174841,0.798486,3
0.518876,0.314982,0.445357,4
0.141972,0.479995,0.604480,6
0.978057,0.482467,0.798364,3
0.974181,0.485092,0.465163,2
0.010285,0.776025,0.393323,8
0.898618,0.673696,0.300455,7
0.207160,0.863948,0.396588,8
0.916135,0.896542,0.499252,7
0.923154,0.539781,0.356945,3
0.535020,0.333171,0.908933,3
0.935209,0.118442,0.891415,3
0.830134,0.690298,0.115970,5
0.674703,0.116062,0.521714,5
0.683401,0.854823,0.361644,2
0.875149,0.681204,0.254646,2
0.299844,0.720878,0.935514,0
0.979797,0.747276,0.000427,2
0.592761,0.409558,0.391888,2
0.152745,0.374157,0.422742,6
0.531632,0.599719,0.432020,0
0.237403,0.248085,0.313852,9
0.046876,0.189001,0.796014,4
0.505692,0.808496,0.089450,6
0.584918,0.003815,0.008179,5
0.542436,0.970458,0.495895,7
0.907315,0.776513,0.320109,2
0.107822,0.911893,0.124088,6
0.227851,0.109317,0.694113,4
0.322489,0.893429,0.824305,8
0.281350,0.643147,0.171941,8
0.018372,0.580920,0.614277,0
0.417646,0.150090,0.471786,4
0.599475,0.837947,0.176061,7
0.314982,0.768944,0.157506,7
0.256111,0.458357,0.533952,0
0.406049,0.101382,0.224097,4
0.876400,0.806726,0.007935,2
0.610828,0.388958,0.442732,5
0.498703,0.835627,0.036439,2
0.469771,0.488327,0.309275,4
0.649037,0.449049,0.961791,1
0.271157,0.864376,0.940336,0
0.406781,0.679922,0.372356,2
0.266152,0.319559,0.759911,4
0.542741,0.650746,0.095126,6
0.565874,0.678457,0.321329,7
0.573260,0.786737,0.432478,2
0.813410,0.145878,0.107242,5
0.074007,0.248848,0.736656,8
0.225379,0.557878,0.652058,6
0.097476,0.057131,0.915983,8
0.096164,0.243751,0.830409,4
0.037385,0.871578,0.966582,0
0.358745,0.718589,0.655507,8
0.784570,0.900235,0.123051,2
0.296030,0.924039,0.430647,6
0.517075,0.903073,0.722190,7
0.996429,0.237098,0.598407,2
0.969481,0.760247,0.373180,7
0.646931,0.965331,0.130528,2
0.523606,0.573382,0.528336,2
0.258339,0.546464,0.802759,0
0.966277,0.769127,0.047884,2
0.915586,0.172796,0.198096,5
0.255684,0.173132,0.852840,1
0.147008,0.057344,0.782495,8
0.142399,0.523759,0.258919,6
0.507096,0.061739,0.896207,0
0.986816,0.393567,0.086917,5
0.965239,0.904233,0.005310,2
0.617908,0.988372,0.140996,2
0.195288,0.666128,0.056612,4
0.577013,0.791223,0.150822,5
0.359203,0.816401,0.279489,6
0.589587,0.521744,0.769890,1
0.478286,0.472091,0.279336,5
0.609668,0.377819,0.724204,1
0.986541,0.114078,0.765343,1
0.280160,0.029786,0.705405,8
0.558885,0.476699,0.756798,4
0.153020,0.335154,0.101474,9
0.809076,0.829646,0.612049,2
0.512711,0.242683,0.159307,5
0.950041,0.371532,0.722983,3
0.147160,0.854946,0.672475,6
0.011048,0.953429,0.219520,6
0.909665,0.117313,0.788324,5
0.705374,0.851131,0.527726,2
0.415479,0.103488,0.027802,9
0.541887,0.805078,0.124912,7
0.717093,0.364574,0.112064,5
0.274667,0.046693,0.336009,3
0.301553,0.311899,0.689383,8
0.284280,0.529588,0.514512,4
0.254006,0.101718,0.556108,8
0.984283,0.084719,0.452040,1
0.930845,0.990539,0.465804,5
0.847072,0.718284,0.360240,2
0.986511,0.629780,0.119755,2
0.142521,0.770501,0.268502,6
0.097354,0.269021,0.432966,4
0.983306,0.155004,0.181616,3
0.226905,0.335765,0.669240,1
0.770409,0.396710,0.840846,3
0.775414,0.361187,0.539354,3
0.633137,0.687307,0.432325,2
0.458205,0.720176,0.855556,0
0.956755,0.677175,0.086428,7
0.256325,0.154698,0.836665,4
0.591845,0.222297,0.511979,3
0.283029,0.549150,0.657369,6
0.838984,0.805170,0.608783,1
0.910184,0.926115,0.335185,2
0.802759,0.847957,0.402783,5
0.998077,0.131993,0.549242,1
0.208380,0.637318,0.146825,6
0.572497,0.180548,0.484329,3
0.275277,0.079073,0.931425,9
0.793085,0.723502,0.294259,2
0.740684,0.001923,0.649037,1
0.555956,0.616718,0.277993,7
0.627766,0.228462,0.655538,1
0.575365,0.051088,0.362316,9
0.851405,0.132786,0.972716,0
0.287179,0.216468,0.985168,8
0.255593,0.903012,0.375591,8
0.418744,0.967467,0.972869,0
0.176458,0.227668,0.208228,4
0.568316,0.460036,0.505295,2
0.124119,0.624744,0.271676,4
0.637989,0.227638,0.762902,1
0.677633,0.131870,0.628163,3
0.463942,0.665487,0.348796,7
0.186529,0.576922,0.664968,4
0.487808,0.391583,0.080142,4
0.372814,0.146916,0.261574,4
0.812586,0.453841,0.242500,2
0.426923,0.475173,0.404645,9
0.487259,0.851314,0.900754,0
0.691794,0.964110,0.093234,7
0.363598,0.338816,0.360210,9
0.528306,0.563616,0.879635,1
0.368938,0.983428,0.372387,7
0.456465,0.723075,0.887845,0
0.538835,0.441633,0.177984,7
0.165410,0.735862,0.655110,8
0.653096,0.426221,0.982238,1
0.486496,0.195379,0.639058,9
0.819300,0.330943,0.954863,0
0.922910,0.781091,0.734519,2
0.846950,0.482376,0.349864,1
0.829676,0.093204,0.644124,3
0.756920,0.987579,0.837977,0
0.838008,0.755333,0.446028,1
0.268868,0.645955,0.645375,8
0.617298,0.502914,0.202704,6
0.611347,0.894498,0.593432,6
0.568834,0.477340,0.954405,1
0.497604,0.254921,0.632099,9
0.544939,0.443434,0.941282,0
0.611469,0.251534,0.961516,1
0.187170,0.149785,0.397595,3
0.446486,0.268502,0.334849,4
0.977599,0.550218,0.762291,1
0.842402,0.315348,0.637165,5
0.596393,0.105411,0.648701,3
0.062685,0.169439,0.332682,9
0.680288,0.883541,0.418470,6
0.756920,0.864162,0.875607,8
0.574602,0.678030,0.702322,7
0.651387,0.991424,0.677023,7
0.173620,0.862209,0.711936,8
0.312357,0.787591,0.722617,0
0.442427,0.198553,0.686636,4
0.825007,0.471267,0.434400,1
0.714072,0.322153,0.318491,5
0.732322,0.801660,0.870174,0
0.356090,0.116337,0.499893,4
0.077456,0.326518,0.854762,4
0.899625,0.700064,0.236824,2
0.893399,0.288430,0.136753,2
0.225379,0.245003,0.072207,4
0.983398,0.657643,0.164129,2
0.900082,0.341807,0.862667,0
0.336680,0.261025,0.572954,9
0.256600,0.133671,0.252327,9
0.022217,0.475295,0.982727,8
0.312632,0.936308,0.688101,7
0.904904,0.453383,0.191900,3
0.120457,0.563066,0.319224,9
0.027650,0.352824,0.367901,4
0.642384,0.073824,0.625751,1
0.003662,0.535020,0.324656,9
0.745201,0.166509,0.118931,2
0.261635,0.203528,0.482101,9
0.407636,0.929807,0.957976,8
0.488571,0.451094,0.600818,4
0.734397,0.176122,0.826197,1
0.113681,0.183020,0.885891,0
0.870571,0.073305,0.911069,1
0.176702,0.887020,0.553819,8
0.410108,0.293893,0.331187,5
0.425153,0.716575,0.455824,6
0.392499,0.400739,0.854579,0
0.983428,0.858425,0.851619,0
0.480636,0.687735,0.251350,7
0.438337,0.651387,0.927458,8
0.414533,0.194281,0.125431,4
0.684042,0.426069,0.151891,2
0.333720,0.112522,0.567980,9
0.370769,0.534104,0.063326,6
0.062929,0.305612,0.477187,9
0.300638,0.535478,0.582812,9
0.954283,0.156377,0.887875,1
0.614490,0.012970,0.445998,9
0.379620,0.464522,0.154210,5
0.113620,0.982025,0.848231,8
0.467513,0.611591,0.330271,6
0.560076,0.365337,0.895871,1
0.177587,0.712302,0.591021,7
0.298685,0.500534,0.958342,0
0.306925,0.970763,0.038453,6
0.046022,0.149846,0.514176,9
0.521531,0.960662,0.736290,0
0.188238,0.980377,0.585040,6
0.007141,0.047914,0.316477,9
0.432997,0.983947,0.351146,6
0.833033,0.674947,0.002289,2
0.158361,0.805078,0.042451,6
0.622028,0.724570,0.390790,6
0.302896,0.446028,0.698721,8
0.621357,0.683126,0.839015,2
0.140385,0.317331,0.892453,8
0.767449,0.820887,0.797174,1
0.783197,0.103000,0.008637,5
0.838649,0.109012,0.933317,1
0.757683,0.408765,0.174902,2
0.289499,0.091617,0.392193,9
0.496048,0.662465,0.435469,0
0.860591,0.431227,0.033235,5
0.087344,0.234809,0.263436,9
0.557298,0.347423,0.990204,3
0.132633,0.250069,0.004425,4
0.091708,0.666402,0.397290,6
0.046907,0.054506,0.345714,9
0.380993,0.700766,0.624805,6
0.652364,0.812037,0.404492,2
0.196051,0.678091,0.868465,8
0.406140,0.195441,0.528977,5
0.554765,0.937132,0.435713,2
0.106937,0.642201,0.406262,6
0.952483,0.610218,0.573565,7
0.423627,0.143406,0.570421,4
0.024751,0.010956,0.180486,9
0.089816,0.034639,0.904965,4
0.735130,0.445662,0.247505,7
0.108585,0.757530,0.232795,6
0.682089,0.667074,0.371105,2
0.810236,0.060823,0.588427,1
0.619007,0.689932,0.182409,7
0.107608,0.609760,0.264840,8
0.780725,0.186285,0.035890,2
0.792474,0.472091,0.230110,7
0.110385,0.179662,0.801904,9
0.216285,0.450056,0.006623,9
0.980621,0.256935,0.106052,5
0.200079,0.726859,0.606983,8
0.502274,0.016358,0.860195,3
0.516007,0.796045,0.620258,6
0.015412,0.970824,0.427473,6
0.785241,0.143132,0.042451,3
0.854915,0.624775,0.266518,5
0.135563,0.647847,0.945036,0
0.985809,0.944090,0.397473,7
0.462630,0.175665,0.574541,3
0.601184,0.936674,0.534227,7
0.638112,0.327952,0.978271,1
0.277047,0.563707,0.226386,4
0.509110,0.818506,0.748589,0
0.777154,0.699362,0.854915,0
0.032533,0.446211,0.980468,0
0.102298,0.358287,0.824549,9
0.387524,0.132084,0.035401,9
0.877468,0.909299,0.797845,2
0.410535,0.989441,0.205939,2
0.670431,0.494247,0.313608,2
0.196173,0.895901,0.874203,0
