x, y, z, label 
0.762230,0.629933,0.508866,5
0.236427,0.849757,0.021149,3
0.430403,0.299356,0.991455,2
0.391369,0.257332,0.596301,6
0.040864,0.565661,0.044710,5
0.355663,0.533799,0.900388,0
0.079226,0.141484,0.335368,4
0.320414,0.540544,0.107913,5
0.262215,0.573534,0.944823,0
0.039766,0.686453,0.540300,0
0.386547,0.122471,0.451155,6
0.087130,0.694937,0.759606,0
0.840236,0.185522,0.791467,2
0.129948,0.220191,0.395337,6
0.540452,0.221412,0.271096,5
0.079714,0.995788,0.905881,0
0.608997,0.493606,0.026124,3
0.606586,0.294015,0.188299,6
0.849239,0.689871,0.011750,3
0.785211,0.648640,0.430403,3
0.168523,0.237190,0.311838,4
0.178655,0.169897,0.465682,4
0.623127,0.530931,0.361553,1
0.098453,0.486862,0.779015,0
0.873287,0.963012,0.678854,1
0.726981,0.508957,0.834620,1
0.652272,0.191260,0.029633,4
0.875698,0.936521,0.189581,3
0.494125,0.163366,0.734642,6
0.006623,0.887997,0.537736,0
0.561083,0.622395,0.187689,3
0.388073,0.280160,0.025819,4
0.085910,0.799310,0.719779,0
0.515976,0.818293,0.522141,3
0.821131,0.366955,0.834956,2
0.832240,0.750816,0.620624,3
0.091037,0.114505,0.690634,4
0.937651,0.047456,0.658650,2
0.703452,0.827204,0.618793,3
0.553423,0.486984,0.535295,1
0.210547,0.146855,0.610340,5
0.057955,0.425886,0.267983,5
0.951567,0.370830,0.141606,3
0.137944,0.880581,0.641530,0
0.074343,0.843196,0.629109,0
0.571520,0.118503,0.609546,6
0.456221,0.431410,0.284951,6
0.030976,0.348491,0.931333,0
0.241157,0.183874,0.335490,6
0.676229,0.444075,0.489364,5
0.713797,0.258797,0.582781,6
0.836085,0.059267,0.462020,4
0.560137,0.223670,0.259224,6
0.866115,0.122105,0.643788,2
0.348521,0.476547,0.174749,4
0.952269,0.646138,0.342296,3
0.424787,0.454390,0.407697,6
0.827387,0.209754,0.054231,4
0.481185,0.101962,0.370769,4
0.705832,0.437544,0.165380,3
0.950835,0.396496,0.116459,3
0.844325,0.509018,0.850398,2
0.224036,0.185461,0.358043,5
0.631916,0.236641,0.795770,2
0.609149,0.825251,0.995819,0
0.621113,0.726096,0.957152,0
0.084384,0.725120,0.082247,1
0.063173,0.180731,0.915677,0
0.345134,0.537919,0.254006,5
0.926145,0.163823,0.142155,4
0.557451,0.013031,0.833430,2
0.681143,0.712210,0.237709,3
0.715415,0.068270,0.178930,6
0.964568,0.228736,0.619983,2
0.689962,0.069674,0.568468,6
0.186651,0.191687,0.789636,0
0.073489,0.254585,0.059084,6
0.885739,0.533647,0.869076,2
0.895810,0.322001,0.501022,6
0.745933,0.185614,0.177404,4
0.335673,0.067263,0.325327,6
0.331797,0.877316,0.817896,0
0.804559,0.182318,0.990356,2
0.367992,0.958281,0.233711,3
0.357952,0.602863,0.194494,1
0.433332,0.882168,0.056490,1
0.424909,0.683676,0.260109,4
0.870327,0.200507,0.956633,2
0.455763,0.649892,0.596393,5
0.158574,0.571734,0.229804,5
0.403577,0.828059,0.978668,0
0.588153,0.526109,0.146214,5
0.097446,0.733543,0.664968,0
0.422468,0.668477,0.268532,1
0.660939,0.803827,0.231758,1
0.484725,0.766503,0.644337,3
0.302835,0.044862,0.575518,6
0.861660,0.893796,0.614521,1
0.185308,0.728507,0.919187,0
0.817835,0.596210,0.584246,3
0.778039,0.161290,0.008484,6
0.681783,0.051027,0.096225,5
0.266427,0.073305,0.106449,4
0.019227,0.519150,0.556261,5
0.318003,0.963988,0.021912,1
0.483352,0.173315,0.611164,6
0.949705,0.425306,0.362835,6
0.943449,0.747673,0.095676,3
0.507828,0.659200,0.612873,5
0.472243,0.516587,0.270882,3
0.992187,0.744072,0.616901,3
0.141728,0.005402,0.399304,4
0.254067,0.309030,0.749809,4
0.961272,0.679891,0.165258,3
0.102206,0.768334,0.560900,0
0.317820,0.785272,0.676412,0
0.177435,0.778314,0.156957,5
0.569079,0.633931,0.402326,3
0.743187,0.729698,0.135441,5
0.621448,0.093600,0.041169,4
0.398114,0.503891,0.631886,5
0.022553,0.938871,0.579363,0
0.282907,0.028871,0.125095,6
0.936033,0.212165,0.352062,6
0.744865,0.992187,0.177221,1
0.968871,0.932981,0.342265,3
0.770379,0.031343,0.396954,4
0.816950,0.508621,0.904874,2
0.919187,0.451643,0.728629,2
0.703604,0.173101,0.188818,6
0.120212,0.638142,0.812799,0
0.236061,0.827509,0.385357,3
0.645802,0.466292,0.759087,2
0.221381,0.908628,0.172491,1
0.986969,0.788507,0.346355,5
0.789636,0.492080,0.988189,2
0.340892,0.116428,0.541948,4
0.494552,0.869320,0.662679,5
0.109836,0.550310,0.437086,0
0.524796,0.449141,0.107852,6
0.328806,0.452803,0.353221,5
0.387005,0.149602,0.818140,6
0.409680,0.954680,0.111270,1
0.041932,0.587451,0.508347,5
0.139195,0.730705,0.394299,4
0.108798,0.469253,0.929258,0
0.618763,0.230903,0.902127,4
0.028535,0.761254,0.377239,5
0.915342,0.309854,0.717185,2
0.618336,0.592456,0.285989,1
0.725394,0.598254,0.099796,1
0.880673,0.550249,0.171361,3
0.464949,0.626972,0.932401,2
0.877590,0.186377,0.727195,2
0.014008,0.270180,0.363048,4
0.569018,0.286996,0.659169,1
0.985046,0.146245,0.981658,2
0.367504,0.900418,0.527879,1
0.982360,0.828333,0.223029,1
0.405103,0.383221,0.066805,1
0.991607,0.695151,0.756188,3
0.769341,0.947203,0.780969,1
0.916715,0.621265,0.511307,2
0.864071,0.486221,0.734306,2
0.485824,0.090884,0.841884,4
0.218055,0.967223,0.928800,0
0.406720,0.345378,0.242744,6
0.120487,0.496445,0.187078,5
0.887814,0.464370,0.172796,3
0.034516,0.457534,0.601886,5
0.580889,0.463424,0.984802,2
0.453383,0.977996,0.030488,3
0.769036,0.187414,0.874111,2
0.342143,0.546220,0.420209,5
0.343883,0.617115,0.244179,4
0.176275,0.992492,0.572161,0
0.915128,0.810053,0.075472,3
0.474868,0.394086,0.913785,2
0.397382,0.690451,0.902890,0
0.249397,0.888424,0.579669,1
0.749626,0.913572,0.976959,2
0.582293,0.004120,0.218482,4
0.324931,0.679250,0.233497,5
0.229286,0.076540,0.078951,6
0.650685,0.285989,0.947386,2
0.338115,0.720817,0.703726,1
0.522874,0.023865,0.526719,6
0.712973,0.323130,0.599963,2
0.191290,0.325938,0.937834,0
0.158696,0.199927,0.187902,5
0.258003,0.561174,0.860622,0
0.932127,0.591723,0.775994,2
0.834834,0.081332,0.990478,2
0.837428,0.130284,0.897946,2
0.633595,0.751366,0.044343,1
0.654195,0.965178,0.702628,1
0.116672,0.829310,0.124363,3
0.001160,0.488845,0.829279,0
0.744743,0.336985,0.266671,6
0.046297,0.679006,0.962828,0
0.843776,0.602741,0.379589,1
0.295846,0.610096,0.662496,0
0.804407,0.089724,0.480819,6
0.658193,0.797357,0.724143,1
0.342479,0.571245,0.300790,1
0.706076,0.851253,0.892880,1
0.521622,0.801050,0.056887,5
0.180731,0.562578,0.814661,0
0.287149,0.681143,0.641285,0
0.916166,0.134312,0.329051,6
0.512558,0.173528,0.733360,2
0.135929,0.950194,0.183325,3
0.139531,0.461745,0.569323,0
0.118412,0.146489,0.617023,5
0.026460,0.768792,0.398175,4
0.154881,0.459853,0.651814,0
0.730949,0.404035,0.157537,5
0.174963,0.479904,0.945830,0
0.766808,0.668142,0.731620,3
0.999969,0.674337,0.363170,3
0.018189,0.817560,0.436628,1
0.539018,0.491958,0.591174,3
0.089785,0.002594,0.241585,6
0.987091,0.616749,0.834315,2
0.544816,0.572405,0.795038,0
0.842616,0.167943,0.453108,2
0.361003,0.008118,0.722648,6
0.965117,0.438429,0.018067,3
0.638264,0.631886,0.005219,1
0.556291,0.766717,0.244240,3
0.751244,0.762596,0.670278,2
0.507675,0.467727,0.281350,1
0.875027,0.782769,0.658681,3
0.627461,0.530412,0.484329,4
0.253334,0.260506,0.681265,5
0.474410,0.151616,0.705679,4
0.844264,0.468825,0.289743,3
0.503433,0.240669,0.958007,4
0.200873,0.982238,0.371929,3
0.597552,0.921049,0.615925,3
0.741905,0.134220,0.970794,2
0.445540,0.901181,0.791559,0
0.070009,0.613025,0.845027,0
0.249916,0.511277,0.744102,0
0.825556,0.982971,0.658650,1
0.540483,0.328440,0.805109,2
0.845820,0.069277,0.236549,6
0.051241,0.768792,0.934172,0
0.262581,0.560442,0.074862,3
0.315104,0.932615,0.296457,3
0.734275,0.487381,0.374462,3
0.468276,0.475570,0.793817,2
0.401502,0.063753,0.400220,4
0.361187,0.468123,0.912687,0
0.501389,0.331584,0.079073,5
0.065310,0.222236,0.200110,5
0.998749,0.786706,0.564592,3
0.876034,0.037019,0.766076,2
0.220222,0.277627,0.138279,4
0.561663,0.861324,0.064699,3
0.431654,0.605396,0.414350,3
0.525254,0.125248,0.450362,4
0.707724,0.027680,0.486984,4
0.351512,0.571825,0.265084,3
0.429090,0.911954,0.537584,3
0.534440,0.953093,0.113559,1
0.431806,0.713370,0.623493,1
0.643513,0.066408,0.148198,5
0.350841,0.900906,0.028748,5
0.415174,0.921812,0.243721,3
0.170995,0.042756,0.793023,0
0.875179,0.972381,0.512345,3
0.547136,0.615864,0.974456,2
0.232307,0.436995,0.323923,6
0.206671,0.848048,0.970458,0
0.559374,0.917631,0.474166,1
0.829402,0.662008,0.940428,2
0.818415,0.890042,0.012452,1
0.330088,0.189398,0.172796,6
0.218421,0.353191,0.126408,4
0.583789,0.990814,0.242561,3
0.841792,0.079165,0.004883,6
0.445112,0.672262,0.133213,1
0.562548,0.643147,0.393048,1
0.558275,0.663472,0.281899,3
0.134281,0.851344,0.233741,3
0.047700,0.133274,0.867519,0
0.568529,0.453383,0.987854,2
0.855068,0.998901,0.725242,1
0.184942,0.245552,0.562639,4
0.363872,0.352031,0.164525,4
0.615040,0.970428,0.882809,2
0.159185,0.012726,0.812983,4
0.206183,0.920194,0.630482,0
0.426923,0.944060,0.531571,3
0.331065,0.981811,0.192572,3
0.734733,0.553972,0.575182,2
0.678213,0.143956,0.002564,6
0.875271,0.092013,0.626087,2
0.313181,0.348613,0.881039,4
0.219855,0.044465,0.236793,5
0.778436,0.133122,0.284524,6
0.752586,0.271004,0.705191,2
0.368389,0.902371,0.196570,3
0.751946,0.228828,0.593860,2
0.601825,0.015503,0.355174,6
0.090793,0.623951,0.123630,1
0.438520,0.296426,0.241920,6
0.454054,0.839961,0.641469,0
0.578417,0.202582,0.375103,5
0.557726,0.144017,0.412183,6
0.862697,0.844172,0.585284,1
0.813898,0.586993,0.235115,3
0.994537,0.451155,0.726676,2
0.950346,0.319742,0.967132,2
0.133580,0.874569,0.318369,1
0.986785,0.371746,0.066317,5
0.023560,0.395734,0.541948,0
0.814966,0.399213,0.882504,2
0.804498,0.636525,0.468276,3
0.553484,0.139866,0.734184,6
0.172979,0.832850,0.974914,0
0.975829,0.929868,0.955962,2
0.702628,0.283547,0.168889,6
0.764519,0.273141,0.193487,6
0.553423,0.538499,0.873714,0
0.252846,0.729698,0.399884,5
0.105686,0.969359,0.498581,3
0.801965,0.928861,0.361553,3
0.876370,0.900204,0.010041,3
0.150304,0.946593,0.288919,5
0.037355,0.586413,0.389782,5
0.090213,0.232795,0.164098,4
0.586627,0.144475,0.521073,5
0.797388,0.361522,0.274667,6
0.338145,0.178106,0.517441,5
0.186651,0.732170,0.801996,0
0.035798,0.441694,0.720511,0
0.921812,0.592364,0.599719,2
0.667959,0.556139,0.572069,2
0.283700,0.014130,0.519883,4
0.103000,0.668722,0.935270,0
0.138279,0.354289,0.941282,0
0.096622,0.154027,0.823725,0
0.853572,0.897092,0.658193,2
0.169042,0.111209,0.523545,4
0.332163,0.432966,0.116672,5
0.438490,0.648549,0.383526,1
0.466567,0.099979,0.269387,6
0.850581,0.886746,0.731071,2
0.420545,0.527024,0.180883,5
0.987365,0.379406,0.068392,5
0.314920,0.796869,0.079989,3
0.399915,0.369427,0.541154,4
0.271096,0.615833,0.948302,0
0.808069,0.099765,0.275765,6
0.472427,0.962035,0.079592,1
0.177526,0.398389,0.175390,5
0.060732,0.008881,0.469222,4
0.241127,0.087466,0.774224,6
0.422040,0.912748,0.518082,1
0.102756,0.550127,0.400830,0
0.854885,0.733329,0.493118,1
0.776330,0.149083,0.816309,2
0.882168,0.955382,0.592181,1
0.489364,0.256813,0.300272,6
0.688437,0.415113,0.449019,3
0.951720,0.547838,0.480148,1
0.462874,0.541124,0.602924,3
0.172185,0.051637,0.661367,6
0.930448,0.311136,0.975097,2
0.434370,0.386456,0.645466,1
0.183905,0.838130,0.864925,0
0.330851,0.722251,0.641377,0
0.212622,0.647572,0.527909,0
0.939024,0.476485,0.510880,1
0.384655,0.125401,0.148747,5
0.917386,0.653432,0.863552,2
0.704215,0.921384,0.103549,1
0.140568,0.225105,0.058443,4
0.058412,0.915830,0.938169,0
0.093051,0.140965,0.601154,4
0.013153,0.320688,0.600879,0
0.237465,0.570910,0.371471,3
0.141575,0.213172,0.282418,5
0.581805,0.957152,0.206000,3
0.496048,0.920927,0.858608,1
0.321207,0.499435,0.212470,6
0.789087,0.811060,0.526231,3
0.345378,0.949339,0.437147,1
0.257088,0.812189,0.897946,0
0.209235,0.170415,0.766778,0
0.167455,0.038148,0.697287,6
0.487564,0.953398,0.846095,0
0.618091,0.814814,0.400983,5
0.896451,0.187384,0.958708,2
0.796991,0.857936,0.833766,2
0.792657,0.802454,0.875332,2
0.340098,0.938932,0.956999,0
0.282510,0.041139,0.245979,6
0.973388,0.727287,0.032105,3
0.805170,0.712882,0.825465,2
0.378643,0.244362,0.107425,5
0.330821,0.258309,0.299264,4
0.301340,0.121677,0.497177,4
0.856990,0.828272,0.348247,3
0.452925,0.257546,0.721183,6
0.314890,0.286264,0.472243,5
0.870357,0.132603,0.375072,6
0.947783,0.202948,0.620899,2
0.211188,0.600604,0.730827,0
0.309397,0.645558,0.469375,3
0.104404,0.043123,0.651051,5
0.885128,0.006378,0.858486,2
0.272744,0.990417,0.761803,0
0.581439,0.381207,0.117008,3
0.816950,0.288583,0.892544,2
0.590960,0.229011,0.320292,6
0.928312,0.262398,0.685232,6
0.038270,0.344066,0.644276,0
0.501785,0.708182,0.119541,3
0.980102,0.672018,0.466842,1
0.779656,0.576312,0.625813,2
0.388195,0.333628,0.379833,6
0.392010,0.493851,0.583056,5
0.317148,0.500839,0.423200,6
0.100345,0.459822,0.456130,4
0.170446,0.633137,0.271279,1
0.317423,0.742515,0.732841,0
0.458541,0.144902,0.405591,6
0.197913,0.846217,0.308542,5
0.310373,0.968810,0.132633,5
0.892270,0.018372,0.156194,4
0.885159,0.824030,0.266701,3
0.559618,0.762474,0.135655,3
0.356578,0.423933,0.026887,5
0.063997,0.830958,0.768426,0
0.932615,0.483108,0.816828,2
0.062502,0.824091,0.851375,0
0.055574,0.339579,0.689444,0
0.555010,0.435499,0.036531,4
0.124699,0.416364,0.076174,4
0.029145,0.192633,0.082614,4
0.420850,0.732383,0.398755,3
0.227821,0.862026,0.517624,5
0.016968,0.362072,0.115635,5
0.410504,0.152654,0.064302,4
0.952178,0.261696,0.200751,5
0.905698,0.578906,0.492569,1
0.455977,0.349406,0.641102,5
0.876675,0.963744,0.707633,2
0.161596,0.276528,0.892697,0
0.679189,0.697623,0.977020,2
0.660970,0.078433,0.978607,2
0.097415,0.144292,0.373730,4
0.062471,0.973846,0.673208,1
0.230659,0.124699,0.890439,0
0.034120,0.114597,0.615833,4
0.993347,0.843410,0.383465,3
0.777306,0.199438,0.864681,2
0.207404,0.567339,0.664663,5
0.105502,0.678945,0.956816,0
0.238685,0.456587,0.794977,0
0.921232,0.922819,0.613971,3
0.174841,0.798486,0.073061,3
0.518876,0.314982,0.445357,4
0.797876,0.141972,0.479995,6
0.917173,0.916776,0.978057,2
0.181097,0.088168,0.561754,6
0.465163,0.214362,0.714347,4
0.776025,0.393323,0.030061,3
0.898618,0.673696,0.300455,3
0.464248,0.207160,0.863948,2
0.468947,0.481368,0.916135,0
0.365368,0.325602,0.524461,6
0.356945,0.089297,0.285348,4
0.333171,0.908933,0.178808,3
0.935209,0.118442,0.891415,2
0.168798,0.830134,0.690298,5
0.188696,0.945067,0.674703,0
0.753746,0.296335,0.696066,2
0.361644,0.013794,0.331736,6
0.681204,0.254646,0.486679,6
0.299844,0.720878,0.935514,0
0.671102,0.979797,0.747276,3
0.623646,0.711783,0.592761,3
0.210608,0.765404,0.643910,0
0.422742,0.769036,0.862941,0
0.599719,0.432020,0.365795,5
0.237403,0.248085,0.313852,6
0.019898,0.046876,0.189001,6
0.302225,0.380749,0.505692,6
0.512101,0.446944,0.535722,3
0.008179,0.830592,0.500870,0
0.970458,0.495895,0.488815,2
0.907315,0.776513,0.320109,3
0.557695,0.107822,0.911893,4
0.969298,0.647023,0.227851,5
0.449080,0.565813,0.841762,2
0.824305,0.551469,0.958586,2
0.643147,0.171941,0.291452,6
0.018372,0.580920,0.614277,4
0.859310,0.417646,0.150090,3
0.487777,0.607288,0.599475,3
0.404950,0.276986,0.619190,5
0.157506,0.116947,0.233741,4
0.458357,0.533952,0.703085,5
0.406049,0.101382,0.224097,5
0.606250,0.876400,0.806726,2
0.742576,0.217200,0.610828,2
0.821406,0.451796,0.602893,2
0.036439,0.445235,0.747124,0
0.488327,0.309275,0.147771,5
0.649037,0.449049,0.961791,2
0.713309,0.271157,0.864376,6
0.467910,0.882443,0.406781,3
0.108646,0.911405,0.610309,0
0.759911,0.146489,0.835963,2
0.650746,0.095126,0.719810,6
0.565874,0.678457,0.321329,3
0.196631,0.573260,0.786737,0
0.682058,0.885861,0.813410,3
0.934263,0.057772,0.160192,4
0.736656,0.452681,0.617481,2
0.557878,0.652058,0.783807,1
0.097476,0.057131,0.915983,0
0.432539,0.096164,0.243751,6
0.967132,0.684439,0.037385,1
0.558611,0.643025,0.833003,2
0.655507,0.812525,0.886929,2
0.900235,0.123051,0.203650,6
0.296030,0.924039,0.430647,1
0.721824,0.517075,0.903073,2
0.812250,0.172765,0.996429,2
0.109470,0.755760,0.885556,0
0.373180,0.740165,0.036927,5
0.965331,0.130528,0.095462,6
0.523606,0.573382,0.528336,5
0.577929,0.258339,0.546464,6
0.262703,0.934874,0.966277,0
0.514145,0.613361,0.104678,3
0.198096,0.631214,0.605213,0
0.173132,0.852840,0.546495,1
0.147008,0.057344,0.782495,4
0.017853,0.142399,0.523759,4
0.815485,0.413221,0.507096,5
0.375530,0.055452,0.963988,6
0.086917,0.747795,0.596789,1
0.904233,0.005310,0.277230,5
0.617908,0.988372,0.140996,3
0.480575,0.195288,0.666128,4
0.495071,0.942564,0.577013,3
0.500229,0.362072,0.962035,2
0.279489,0.543809,0.816919,0
0.521744,0.769890,0.865596,1
0.478286,0.472091,0.279336,6
0.952422,0.609668,0.377819,1
0.960601,0.847133,0.986541,2
0.195502,0.795831,0.694906,0
0.705405,0.082339,0.708548,2
0.476699,0.756798,0.028138,1
0.153020,0.335154,0.101474,6
0.569506,0.809076,0.829646,0
0.956664,0.411603,0.512711,2
0.970153,0.714652,0.873440,2
0.722983,0.611316,0.246681,3
0.854946,0.672475,0.691702,1
0.011048,0.953429,0.219520,1
0.514634,0.909665,0.117313,1
0.056795,0.632130,0.705374,0
0.025025,0.845729,0.263802,3
0.027802,0.537248,0.919248,0
0.805078,0.124912,0.307352,4
0.717093,0.364574,0.112064,3
0.560289,0.274667,0.046693,4
0.078249,0.357830,0.301553,5
0.032075,0.976623,0.531266,0
0.514512,0.195563,0.349712,4
0.101718,0.556108,0.190069,6
0.984283,0.084719,0.452040,6
0.251350,0.930845,0.990539,0
0.401990,0.874264,0.847072,0
0.294076,0.533891,0.328776,1
0.119755,0.083071,0.314737,4
0.770501,0.268502,0.731834,2
0.097354,0.269021,0.432966,4
0.599048,0.983306,0.155004,3
0.331095,0.277108,0.226905,5
0.584643,0.903043,0.818079,0
0.840846,0.720267,0.403180,5
0.361187,0.539354,0.258400,3
0.633137,0.687307,0.432325,5
0.392285,0.458205,0.720176,0
0.193518,0.269875,0.956755,0
0.906400,0.525498,0.264840,3
0.836665,0.172674,0.979400,2
0.222297,0.511979,0.210578,3
0.283029,0.549150,0.657369,5
0.955290,0.838984,0.805170,1
0.763970,0.409436,0.910184,2
0.203619,0.412427,0.540422,1
0.402783,0.605945,0.076662,1
0.131993,0.549242,0.345622,6
0.208380,0.637318,0.146825,3
0.508652,0.572497,0.180548,3
0.371075,0.452773,0.275277,5
0.850215,0.365093,0.410413,6
0.294259,0.204352,0.981384,0
0.001923,0.649037,0.908841,0
0.555956,0.616718,0.277993,3
0.356975,0.627766,0.228462,1
0.393597,0.442335,0.575365,4
0.624958,0.513352,0.523881,3
0.972716,0.472427,0.199469,6
0.216468,0.985168,0.335002,1
0.255593,0.903012,0.375591,5
0.048647,0.418744,0.967467,0
0.359478,0.639943,0.176458,3
0.014069,0.404279,0.159612,4
0.505295,0.487197,0.852016,0
0.624744,0.271676,0.136052,6
0.637989,0.227638,0.762902,2
0.562578,0.677633,0.131870,3
0.167516,0.497635,0.463942,0
0.166906,0.412519,0.163213,5
0.664968,0.202857,0.944212,2
0.391583,0.080142,0.335673,6
0.372814,0.146916,0.261574,4
0.593829,0.812586,0.453841,3
0.681143,0.670064,0.426923,3
0.801386,0.332652,0.243751,5
0.900754,0.551836,0.028077,5
0.964110,0.093234,0.251717,4
0.363598,0.338816,0.360210,4
0.262368,0.528306,0.563616,0
0.717795,0.745048,0.368938,1
0.935636,0.273659,0.021455,6
0.887845,0.962432,0.144810,3
0.441633,0.177984,0.725791,4
0.165410,0.735862,0.655110,0
0.179571,0.653096,0.426221,1
0.905911,0.028382,0.486496,2
0.637654,0.031434,0.046144,6
0.954863,0.150945,0.225745,6
0.781091,0.734519,0.182165,3
